"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","DO Adj Conc, mg/L (LGR S/N: 20454092)","DO Percent Sat, % (LGR S/N: 20454092)","ObservationDate"
1297,0004-11-19,11.6,8.86,0,"0",""
1298,0004-11-19,11.6,8.88,0,"0",""
1299,0004-11-19,11.6,8.9,0,"0",""
1300,0004-11-19,11.6,8.92,0,"0",""
1301,0004-11-19,11.59,8.94,0,"0",""
1302,0004-11-19,11.59,8.96,0,"0",""
1303,0004-11-19,11.59,8.96,0,"0",""
1304,0004-11-19,11.6,8.98,0,"0",""
1305,0004-11-19,11.59,9,0,"0",""
1306,0004-11-19,11.58,9.04,0,"0",""
1307,0004-11-19,11.57,9.06,0,"0",""
1308,0004-11-19,11.57,9.1,0,"0",""
1309,0004-11-19,11.56,9.12,0,"0",""
1310,0004-11-19,11.55,9.14,0,"0",""
1311,0004-11-19,11.55,9.16,0,"0",""
1312,0004-11-19,11.54,9.16,0,"0",""
1313,0004-11-19,11.54,9.18,0,"0",""
1314,0004-11-19,11.54,9.18,0,"0",""
1315,0004-11-19,11.54,9.2,0,"0",""
1316,0004-11-19,11.53,9.22,0,"0",""
1317,0004-11-19,11.53,9.22,0,"0",""
1318,0004-11-19,11.52,9.24,0,"0",""
1319,0004-11-19,11.52,9.24,0,"0",""
1320,0004-11-19,11.5,9.26,0,"0",""
1321,0004-11-19,11.51,9.28,0,"0",""
1322,0004-11-19,11.51,9.3,0,"0",""
1323,0004-11-19,11.51,9.32,0,"0",""
1324,0004-11-19,11.5,9.34,0,"0",""
1325,0004-11-19,11.51,9.4,0,"0",""
1326,0004-11-19,11.48,9.46,0,"0",""
1327,0004-11-19,11.48,9.48,0,"0",""
1328,0004-11-19,11.46,9.5,0,"0",""
1329,0004-11-19,11.46,9.52,0,"0",""
1330,0004-11-19,11.45,9.52,0,"0",""
1331,0004-11-19,11.44,9.52,0,"0",""
1332,0004-11-19,11.44,9.5,0,"0",""
1333,0004-11-19,11.45,9.48,0,"0",""
1334,0004-11-19,11.45,9.46,0,"0",""
1335,0004-11-19,11.44,9.42,0,"0",""
1336,0004-11-19,11.46,9.38,0,"0",""
1337,0004-11-19,11.47,9.34,0,"0",""
1338,0004-11-19,11.48,9.32,0,"0",""
1339,0004-11-19,11.48,9.28,0,"0",""
1340,0004-11-19,11.48,9.26,0,"0",""
1341,0004-11-19,11.48,9.22,0,"0",""
1342,0004-11-19,11.49,9.2,0,"0",""
1343,0004-11-19,11.49,9.18,0,"0",""
1344,0004-11-19,11.49,9.16,0,"0",""
1345,0004-11-19,11.5,9.14,0,"0",""
1346,0004-11-19,11.49,9.12,0,"0",""
1347,0004-11-19,11.5,9.1,0,"0",""
1348,0004-11-19,11.5,9.08,0,"0",""
1349,0004-11-19,11.5,9.06,0,"0",""
1350,0004-11-19,11.49,9.04,0,"0",""
1351,0004-11-19,11.5,9.04,0,"0",""
1352,0004-11-19,11.5,9.02,0,"0",""
1353,0004-11-19,11.5,9,0,"0",""
1354,0004-11-19,11.51,9,0,"0",""
1355,0004-11-19,11.5,8.98,0,"0",""
1356,0004-11-19,11.5,8.98,0,"0",""
1357,0004-11-19,11.52,8.98,0,"0",""
1358,0004-11-19,11.51,8.98,0,"0",""
1359,0004-11-19,11.51,8.98,0,"0",""
1360,0004-11-19,11.51,9,0,"0",""
1361,0004-11-19,11.52,9,0,"0",""
1362,0004-11-19,11.52,9,0,"0",""
1363,0004-11-19,11.52,9,0,"0",""
1364,0004-11-19,11.52,8.98,0,"0",""
1365,0004-11-19,11.52,8.98,0,"0",""
1366,0004-11-19,11.53,8.98,0,"0",""
1367,0004-11-19,11.52,9,0,"0",""
1368,0004-11-19,11.52,9,0,"0",""
1369,0004-11-19,11.52,9,0,"0",""
1370,0004-11-19,11.53,9,0,"0",""
1371,0004-11-19,11.51,9.02,0,"0",""
1372,0004-11-19,11.52,9.02,0,"0",""
1373,0004-11-19,11.51,9.02,0,"0",""
1374,0004-11-19,11.53,9.04,0,"0",""
1375,0004-11-19,11.52,9.02,0,"0",""
1376,0004-11-19,11.51,9.02,0,"0",""
1377,0004-11-19,11.52,9.02,0,"0",""
1378,0004-11-19,11.52,9.02,0,"0",""
1379,0004-11-19,11.51,9.02,0,"0",""
1380,0004-12-19,11.53,9,0,"0",""
1381,0004-12-19,11.53,9,0,"0",""
1382,0004-12-19,11.53,9,0,"0",""
1383,0004-12-19,11.52,9,0,"0",""
1384,0004-12-19,11.53,9,0,"0",""
1385,0004-12-19,11.54,9,0,"0",""
1386,0004-12-19,11.53,9,0,"0",""
1387,0004-12-19,11.52,9,0,"0",""
1388,0004-12-19,11.53,8.98,0,"0",""
1389,0004-12-19,11.54,8.98,0,"0",""
1390,0004-12-19,11.53,8.98,0,"0",""
1391,0004-12-19,11.53,8.98,0,"0",""
1392,0004-12-19,11.53,9,0,"0",""
1393,0004-12-19,11.53,9,0,"0",""
1394,0004-12-19,11.54,9,0,"0",""
1395,0004-12-19,11.53,9,0,"0",""
1396,0004-12-19,11.53,9,0,"0",""
1397,0004-12-19,11.52,9,0,"0",""
1398,0004-12-19,11.52,9,0,"0",""
1399,0004-12-19,11.53,9,0,"0",""
1400,0004-12-19,11.52,9,0,"0",""
1401,0004-12-19,11.54,9,0,"0",""
1402,0004-12-19,11.54,9,0,"0",""
1403,0004-12-19,11.53,9,0,"0",""
1404,0004-12-19,11.54,9,0,"0",""
1405,0004-12-19,11.54,9,0,"0",""
1406,0004-12-19,11.54,9,0,"0",""
1407,0004-12-19,11.54,9,0,"0",""
1408,0004-12-19,11.54,9,0,"0",""
1409,0004-12-19,11.54,9.02,0,"0",""
1410,0004-12-19,11.54,9.02,0,"0",""
1411,0004-12-19,11.54,9.02,0,"0",""
1412,0004-12-19,11.54,9.02,0,"0",""
1413,0004-12-19,11.54,9.02,0,"0",""
1414,0004-12-19,11.54,9.02,0,"0",""
1415,0004-12-19,11.54,9.02,0,"0",""
1416,0004-12-19,11.54,9.02,0,"0",""
1417,0004-12-19,11.55,9,0,"0",""
1418,0004-12-19,11.55,9,0,"0",""
1419,0004-12-19,11.54,9,0,"0",""
1420,0004-12-19,11.55,8.98,0,"0",""
1421,0004-12-19,11.56,8.98,0,"0",""
1422,0004-12-19,11.55,8.98,0,"0",""
1423,0004-12-19,11.57,8.96,0,"0",""
1424,0004-12-19,11.56,8.96,0,"0",""
1425,0004-12-19,11.56,8.96,0,"0",""
1426,0004-12-19,11.58,8.96,0,"0",""
1427,0004-12-19,11.57,8.96,0,"0",""
1428,0004-12-19,11.57,8.96,0,"0",""
1429,0004-12-19,11.57,8.96,0,"0",""
1430,0004-12-19,11.57,8.96,0,"0",""
1431,0004-12-19,11.56,8.98,0,"0",""
1432,0004-12-19,11.58,8.98,0,"0",""
1433,0004-12-19,11.58,8.98,0,"0",""
1434,0004-12-19,11.59,8.98,0,"0",""
1435,0004-12-19,11.58,8.98,0,"0",""
1436,0004-12-19,11.59,9,0,"0",""
1437,0004-12-19,11.58,9,0,"0",""
1438,0004-12-19,11.59,9.02,0,"0",""
1439,0004-12-19,11.6,9.02,0,"0",""
1440,0004-12-19,11.59,9.04,0,"0",""
1441,0004-12-19,11.59,9.04,0,"0",""
1442,0004-12-19,11.58,9.04,0,"0",""
1443,0004-12-19,11.59,9.04,0,"0",""
1444,0004-12-19,11.58,9.06,0,"0",""
1445,0004-12-19,11.59,9.06,0,"0",""
1446,0004-12-19,11.58,9.06,0,"0",""
1447,0004-12-19,11.58,9.06,0,"0",""
1448,0004-12-19,11.58,9.06,0,"0",""
1449,0004-12-19,11.58,9.06,0,"0",""
1450,0004-12-19,11.58,9.06,0,"0",""
1451,0004-12-19,11.58,9.06,0,"0",""
1452,0004-12-19,11.58,9.06,0,"0",""
1453,0004-12-19,11.59,9.06,0,"0",""
1454,0004-12-19,11.58,9.06,0,"0",""
1455,0004-12-19,11.58,9.06,0,"0",""
1456,0004-12-19,11.59,9.08,0,"0",""
1457,0004-12-19,11.59,9.08,0,"0",""
1458,0004-12-19,11.59,9.08,0,"0",""
1459,0004-12-19,11.58,9.1,0,"0",""
1460,0004-12-19,11.59,9.12,0,"0",""
1461,0004-12-19,11.58,9.16,0,"0",""
1462,0004-12-19,11.58,9.18,0,"0",""
1463,0004-12-19,11.57,9.2,0,"0",""
1464,0004-12-19,11.58,9.24,0,"0",""
1465,0004-12-19,11.59,9.28,0,"0",""
1466,0004-12-19,11.59,9.32,0,"0",""
1467,0004-12-19,11.58,9.36,0,"0",""
1468,0004-12-19,11.58,9.38,0,"0",""
1469,0004-12-19,11.57,9.42,0,"0",""
1470,0004-12-19,11.56,9.44,0,"0",""
1471,0004-12-19,11.56,9.46,0,"0",""
1472,0004-12-19,11.55,9.48,0,"0",""
1473,0004-12-19,11.54,9.5,0,"0",""
1474,0004-12-19,11.54,9.52,0,"0",""
1475,0004-12-19,11.53,9.52,0,"0",""
1476,0004-12-19,11.53,9.52,0,"0",""
1477,0004-12-19,11.53,9.52,0,"0",""
1478,0004-12-19,11.52,9.5,0,"0",""
1479,0004-12-19,11.52,9.48,0,"0",""
1480,0004-12-19,11.52,9.48,0,"0",""
1481,0004-12-19,11.51,9.46,0,"0",""
1482,0004-12-19,11.51,9.46,0,"0",""
1483,0004-12-19,11.51,9.44,0,"0",""
1484,0004-12-19,11.51,9.42,0,"0",""
1485,0004-12-19,11.51,9.42,0,"0",""
1486,0004-12-19,11.52,9.4,0,"0",""
1487,0004-12-19,11.51,9.38,0,"0",""
1488,0004-12-19,11.5,9.36,0,"0",""
1489,0004-12-19,11.51,9.36,0,"0",""
1490,0004-12-19,11.51,9.34,0,"0",""
1491,0004-12-19,11.52,9.32,0,"0",""
1492,0004-12-19,11.51,9.3,0,"0",""
1493,0004-12-19,11.51,9.3,0,"0",""
1494,0004-12-19,11.51,9.28,0,"0",""
1495,0004-12-19,11.52,9.26,0,"0",""
1496,0004-12-19,11.5,9.22,0,"0",""
1497,0004-12-19,11.51,9.2,0,"0",""
1498,0004-12-19,11.52,9.18,0,"0",""
1499,0004-12-19,11.52,9.16,0,"0",""
1500,0004-12-19,11.53,9.16,0,"0",""
1501,0004-12-19,11.53,9.14,0,"0",""
1502,0004-12-19,11.52,9.12,0,"0",""
1503,0004-12-19,11.52,9.12,0,"0",""
1504,0004-12-19,11.52,9.1,0,"0",""
1505,0004-12-19,11.52,9.08,0,"0",""
1506,0004-12-19,11.52,9.08,0,"0",""
1507,0004-12-19,11.52,9.06,0,"0",""
1508,0004-12-19,11.52,9.06,0,"0",""
1509,0004-12-19,11.53,9.04,0,"0",""
1510,0004-12-19,11.52,9.04,0,"0",""
1511,0004-12-19,11.53,9.04,0,"0",""
1512,0004-12-19,11.52,9.02,0,"0",""
1513,0004-12-19,11.54,9.02,0,"0",""
1514,0004-12-19,11.54,9.02,0,"0",""
1515,0004-12-19,11.54,9.02,0,"0",""
1516,0004-12-19,11.54,9.02,0,"0",""
1517,0004-12-19,11.53,9.02,0,"0",""
1518,0004-12-19,11.54,9.02,0,"0",""
1519,0004-12-19,11.54,9.02,0,"0",""
1520,0004-12-19,11.53,9.02,0,"0",""
1521,0004-12-19,11.53,9,0,"0",""
1522,0004-12-19,11.53,9,0,"0",""
1523,0004-12-19,11.52,9,0,"0",""
1524,NA,11.54,9,0,"0",""
1525,NA,11.53,8.98,0,"0",""
1526,NA,11.54,8.98,0,"0",""
1527,NA,11.53,8.98,0,"0",""
1528,NA,11.54,9,0,"0",""
1529,NA,11.53,9,0,"0",""
1530,NA,11.52,9,0,"0",""
1531,NA,11.53,9,0,"0",""
1532,NA,11.53,9,0,"0",""
1533,NA,11.54,9,0,"0",""
1534,NA,11.54,9.02,0,"0",""
1535,NA,11.53,9.02,0,"0",""
1536,NA,11.54,9.02,0,"0",""
1537,NA,11.54,9.02,0,"0",""
1538,NA,11.54,9.02,0,"0",""
1539,NA,11.54,9.04,0,"0",""
1540,NA,11.54,9.04,0,"0",""
1541,NA,11.53,9.04,0,"0",""
1542,NA,11.53,9.06,0,"0",""
1543,NA,11.53,9.06,0,"0",""
1544,NA,11.52,9.04,0,"0",""
1545,NA,11.52,9.04,0,"0",""
1546,NA,11.52,9.04,0,"0",""
1547,NA,11.53,9.02,0,"0",""
1548,NA,11.52,9,0,"0",""
1549,NA,11.53,9,0,"0",""
1550,NA,11.52,9,0,"0",""
1551,NA,11.52,8.98,0,"0",""
1552,NA,11.52,8.98,0,"0",""
1553,NA,11.53,8.96,0,"0",""
1554,NA,11.53,8.96,0,"0",""
1555,NA,11.52,8.94,0,"0",""
1556,NA,11.53,8.92,0,"0",""
1557,NA,11.53,8.9,0,"0",""
1558,NA,11.54,8.9,0,"0",""
1559,NA,11.54,8.9,0,"0",""
1560,NA,11.54,8.9,0,"0",""
1561,NA,11.54,8.94,0,"0",""
1562,NA,11.53,8.96,0,"0",""
1563,NA,11.53,8.98,0,"0",""
1564,NA,11.53,9,0,"0",""
1565,NA,11.52,9.02,0,"0",""
1566,NA,11.53,9.04,0,"0",""
1567,NA,11.52,9.04,0,"0",""
1568,NA,11.51,9.06,0,"0",""
1569,NA,11.51,9.06,0,"0",""
1570,NA,11.51,9.06,0,"0",""
1571,NA,11.5,9.06,0,"0",""
1572,NA,11.5,9.04,0,"0",""
1573,NA,11.52,9.04,0,"0",""
1574,NA,11.51,9.04,0,"0",""
1575,NA,11.52,9.02,0,"0",""
1576,NA,11.51,9,0,"0",""
1577,NA,11.52,9,0,"0",""
1578,NA,11.52,9,0,"0",""
1579,NA,11.52,8.98,0,"0",""
1580,NA,11.53,8.98,0,"0",""
1581,NA,11.52,8.98,0,"0",""
1582,NA,11.52,8.96,0,"0",""
1583,NA,11.51,8.96,0,"0",""
1584,NA,11.51,8.96,0,"0",""
1585,NA,11.52,8.96,0,"0",""
1586,NA,11.52,8.96,0,"0",""
1587,NA,11.53,8.96,0,"0",""
1588,NA,11.53,8.94,0,"0",""
1589,NA,11.53,8.96,0,"0",""
1590,NA,11.53,8.96,0,"0",""
1591,NA,11.53,8.96,0,"0",""
1592,NA,11.53,8.96,0,"0",""
1593,NA,11.53,8.96,0,"0",""
1594,NA,11.53,8.96,0,"0",""
1595,NA,11.52,8.96,0,"0",""
1596,NA,11.53,8.96,0,"0",""
1597,NA,11.53,8.96,0,"0",""
1598,NA,11.52,8.96,0,"0",""
1599,NA,11.52,8.96,0,"0",""
1600,NA,11.53,8.96,0,"0",""
1601,NA,11.53,8.96,0,"0",""
1602,NA,11.53,8.96,0,"0",""
1603,NA,11.52,8.96,0,"0",""
1604,NA,11.53,8.96,0,"0",""
1605,NA,11.52,8.98,0,"0",""
1606,NA,11.52,8.98,0,"0",""
1607,NA,11.52,8.98,0,"0",""
1608,NA,11.51,9,0,"0",""
1609,NA,11.51,9.02,0,"0",""
1610,NA,11.49,9.04,0,"0",""
1611,NA,11.5,9.04,0,"0",""
1612,NA,11.5,9.08,0,"0",""
1613,NA,11.5,9.12,0,"0",""
1614,NA,11.49,9.16,0,"0",""
1615,NA,11.48,9.2,0,"0",""
1616,NA,11.48,9.24,0,"0",""
1617,NA,11.47,9.28,0,"0",""
1618,NA,11.47,9.3,0,"0",""
1619,NA,11.45,9.34,0,"0",""
1620,NA,11.45,9.36,0,"0",""
1621,NA,11.44,9.38,0,"0",""
1622,NA,11.44,9.38,0,"0",""
1623,NA,11.42,9.4,0,"0",""
1624,NA,11.42,9.4,0,"0",""
1625,NA,11.43,9.42,0,"0",""
1626,NA,11.42,9.4,0,"0",""
1627,NA,11.41,9.4,0,"0",""
1628,NA,11.42,9.4,0,"0",""
1629,NA,11.42,9.38,0,"0",""
1630,NA,11.42,9.36,0,"0",""
1631,NA,11.42,9.34,0,"0",""
1632,NA,11.42,9.32,0,"0",""
1633,NA,11.43,9.3,0,"0",""
1634,NA,11.44,9.28,0,"0",""
1635,NA,11.43,9.26,0,"0",""
1636,NA,11.43,9.26,0,"0",""
1637,NA,11.43,9.24,0,"0",""
1638,NA,11.44,9.22,0,"0",""
1639,NA,11.43,9.22,0,"0",""
1640,NA,11.44,9.2,0,"0",""
1641,NA,11.44,9.18,0,"0",""
1642,NA,11.45,9.18,0,"0",""
1643,NA,11.43,9.16,0,"0",""
1644,NA,11.44,9.14,0,"0",""
1645,NA,11.45,9.14,0,"0",""
1646,NA,11.45,9.12,0,"0",""
1647,NA,11.46,9.12,0,"0",""
1648,NA,11.46,9.1,0,"0",""
1649,NA,11.46,9.1,0,"0",""
1650,NA,11.45,9.08,0,"0",""
1651,NA,11.46,9.08,0,"0",""
1652,NA,11.46,9.08,0,"0",""
1653,NA,11.46,9.06,0,"0",""
1654,NA,11.47,9.06,0,"0",""
1655,NA,11.47,9.06,0,"0",""
1656,NA,11.47,9.04,0,"0",""
1657,NA,11.47,9.02,0,"0",""
1658,NA,11.48,9.02,0,"0",""
1659,NA,11.48,9,0,"0",""
1660,NA,11.48,9,0,"0",""
1661,NA,11.48,8.98,0,"0",""
1662,NA,11.49,8.98,0,"0",""
1663,NA,11.49,8.98,0,"0",""
1664,NA,11.5,8.98,0,"0",""
1665,NA,11.49,8.98,0,"0",""
1666,NA,11.5,8.98,0,"0",""
1667,NA,11.49,8.96,0,"0",""
1668,NA,11.5,8.96,0,"0",""
1669,NA,11.5,8.96,0,"0",""
1670,NA,11.49,8.96,0,"0",""
1671,NA,11.5,8.96,0,"0",""
1672,NA,11.51,8.96,0,"0",""
1673,NA,11.51,8.96,0,"0",""
1674,NA,11.5,8.98,0,"0",""
1675,NA,11.5,8.98,0,"0",""
1676,NA,11.5,8.98,0,"0",""
1677,NA,11.5,8.98,0,"0",""
1678,NA,11.5,8.98,0,"0",""
1679,NA,11.5,8.98,0,"0",""
1680,NA,11.5,8.98,0,"0",""
1681,NA,11.49,8.98,0,"0",""
1682,NA,11.49,8.98,0,"0",""
1683,NA,11.49,8.98,0,"0",""
1684,NA,11.49,8.98,0,"0",""
1685,NA,11.5,8.98,0,"0",""
1686,NA,11.51,8.98,0,"0",""
1687,NA,11.51,8.98,0,"0",""
1688,NA,11.5,8.98,0,"0",""
1689,NA,11.5,9,0,"0",""
1690,NA,11.52,9,0,"0",""
1691,NA,11.5,9,0,"0",""
1692,NA,11.51,9.02,0,"0",""
1693,NA,11.49,9,0,"0",""
1694,NA,11.49,9,0,"0",""
1695,NA,11.49,9,0,"0",""
1696,NA,11.5,9,0,"0",""
1697,NA,11.5,9,0,"0",""
1698,NA,11.5,9,0,"0",""
1699,NA,11.51,9,0,"0",""
1700,NA,11.5,9,0,"0",""
1701,NA,11.5,9,0,"0",""
1702,NA,11.49,8.98,0,"0",""
1703,NA,11.5,8.98,0,"0",""
1704,NA,11.51,8.98,0,"0",""
1705,NA,11.5,8.96,0,"0",""
1706,NA,11.51,8.96,0,"0",""
1707,NA,11.51,8.96,0,"0",""
1708,NA,11.51,8.96,0,"0",""
1709,NA,11.51,8.98,0,"0",""
1710,NA,11.51,8.98,0,"0",""
1711,NA,11.52,9,0,"0",""
1712,NA,11.52,9.02,0,"0",""
1713,NA,11.51,9.02,0,"0",""
1714,NA,11.51,9.04,0,"0",""
1715,NA,11.52,9.06,0,"0",""
1716,NA,11.52,9.06,0,"0",""
1717,NA,11.51,9.06,0,"0",""
1718,NA,11.51,9.08,0,"0",""
1719,NA,11.5,9.08,0,"0",""
1720,NA,11.51,9.1,0,"0",""
1721,NA,11.51,9.1,0,"0",""
1722,NA,11.51,9.12,0,"0",""
1723,NA,11.51,9.12,0,"0",""
1724,NA,11.51,9.14,0,"0",""
1725,NA,11.51,9.14,0,"0",""
1726,NA,11.51,9.16,0,"0",""
1727,NA,11.5,9.16,0,"0",""
1728,NA,11.5,9.18,0,"0",""
1729,NA,11.49,9.18,0,"0",""
1730,NA,11.5,9.18,0,"0",""
1731,NA,11.49,9.18,0,"0",""
1732,NA,11.49,9.18,0,"0",""
1733,NA,11.49,9.2,0,"0",""
1734,NA,11.51,9.2,0,"0",""
1735,NA,11.49,9.22,0,"0",""
1736,NA,11.49,9.24,0,"0",""
1737,NA,11.49,9.24,0,"0",""
1738,NA,11.49,9.24,0,"0",""
1739,NA,11.49,9.26,0,"0",""
1740,NA,11.49,9.26,0,"0",""
1741,NA,11.48,9.26,0,"0",""
1742,NA,11.48,9.26,0,"0",""
1743,NA,11.47,9.24,0,"0",""
1744,NA,11.48,9.22,0,"0",""
1745,NA,11.48,9.22,0,"0",""
1746,NA,11.48,9.22,0,"0",""
1747,NA,11.48,9.2,0,"0",""
1748,NA,11.49,9.22,0,"0",""
1749,NA,11.48,9.22,0,"0",""
1750,NA,11.48,9.2,0,"0",""
1751,NA,11.48,9.22,0,"0",""
1752,NA,11.48,9.22,0,"0",""
1753,NA,11.5,9.22,0,"0",""
1754,NA,11.49,9.24,0,"0",""
1755,NA,11.48,9.26,0,"0",""
1756,NA,11.49,9.28,0,"0",""
1757,NA,11.49,9.3,0,"0",""
1758,NA,11.49,9.32,0,"0",""
1759,NA,11.48,9.32,0,"0",""
1760,NA,11.48,9.32,0,"0",""
1761,NA,11.48,9.32,0,"0",""
1762,NA,11.48,9.3,0,"0",""
1763,NA,11.48,9.28,0,"0",""
1764,NA,11.48,9.28,0,"0",""
1765,NA,11.48,9.26,0,"0",""
1766,NA,11.48,9.26,0,"0",""
1767,NA,11.48,9.24,0,"0",""
1768,NA,11.49,9.24,0,"0",""
1769,NA,11.48,9.22,0,"0",""
1770,NA,11.48,9.22,0,"0",""
1771,NA,11.49,9.22,0,"0",""
1772,NA,11.5,9.22,0,"0",""
1773,NA,11.49,9.22,0,"0",""
1774,NA,11.49,9.22,0,"0",""
1775,NA,11.49,9.22,0,"0",""
1776,NA,11.48,9.22,0,"0",""
1777,NA,11.47,9.22,0,"0",""
1778,NA,11.48,9.2,0,"0",""
1779,NA,11.48,9.2,0,"0",""
1780,NA,11.47,9.2,0,"0",""
1781,NA,11.47,9.2,0,"0",""
1782,NA,11.47,9.2,0,"0",""
1783,NA,11.47,9.2,0,"0",""
1784,NA,11.47,9.18,0,"0",""
1785,NA,11.47,9.18,0,"0",""
1786,NA,11.47,9.18,0,"0",""
1787,NA,11.46,9.18,0,"0",""
1788,NA,11.47,9.16,0,"0",""
1789,NA,11.47,9.16,0,"0",""
1790,NA,11.47,9.16,0,"0",""
1791,NA,11.46,9.14,0,"0",""
1792,NA,11.47,9.14,0,"0",""
1793,NA,11.47,9.14,0,"0",""
1794,NA,11.46,9.12,0,"0",""
1795,NA,11.47,9.12,0,"0",""
1796,NA,11.47,9.12,0,"0",""
1797,NA,11.48,9.1,0,"0",""
1798,NA,11.47,9.1,0,"0",""
1799,NA,11.47,9.08,0,"0",""
1800,NA,11.48,9.08,0,"0",""
1801,NA,11.48,9.06,0,"0",""
1802,NA,11.47,9.06,0,"0",""
1803,NA,11.47,9.06,0,"0",""
1804,NA,11.48,9.04,0,"0",""
1805,NA,11.48,9.04,0,"0",""
1806,NA,11.48,9.02,0,"0",""
1807,NA,11.48,9.02,0,"0",""
1808,NA,11.48,9.02,0,"0",""
1809,NA,11.5,9,0,"0",""
1810,NA,11.49,9,0,"0",""
1811,NA,11.48,9,0,"0",""
1812,NA,11.48,9,0,"0",""
1813,NA,11.48,8.98,0,"0",""
1814,NA,11.49,8.96,0,"0",""
1815,NA,11.49,8.96,0,"0",""
1816,NA,11.48,8.96,0,"0",""
1817,NA,11.49,8.96,0,"0",""
1818,NA,11.5,8.96,0,"0",""
1819,NA,11.51,8.96,0,"0",""
1820,NA,11.5,8.96,0,"0",""
1821,NA,11.5,8.98,0,"0",""
1822,NA,11.5,8.98,0,"0",""
1823,NA,11.49,8.98,0,"0",""
1824,NA,11.5,8.98,0,"0",""
1825,NA,11.48,9,0,"0",""
1826,NA,11.49,9,0,"0",""
1827,NA,11.5,9.02,0,"0",""
1828,NA,11.5,9.02,0,"0",""
1829,NA,11.48,9.04,0,"0",""
1830,NA,11.5,9.04,0,"0",""
1831,NA,11.49,9.06,0,"0",""
1832,NA,11.48,9.06,0,"0",""
1833,NA,11.49,9.06,0,"0",""
1834,NA,11.48,9.06,0,"0",""
1835,NA,11.49,9.08,0,"0",""
1836,NA,11.49,9.08,0,"0",""
1837,NA,11.47,9.08,0,"0",""
1838,NA,11.48,9.1,0,"0",""
1839,NA,11.48,9.1,0,"0",""
1840,NA,11.48,9.1,0,"0",""
1841,NA,11.47,9.08,0,"0",""
1842,NA,11.47,9.08,0,"0",""
1843,NA,11.47,9.08,0,"0",""
1844,NA,11.48,9.08,0,"0",""
1845,NA,11.47,9.06,0,"0",""
1846,NA,11.46,9.06,0,"0",""
1847,NA,11.48,9.06,0,"0",""
1848,NA,11.47,9.06,0,"0",""
1849,NA,11.48,9.06,0,"0",""
1850,NA,11.47,9.06,0,"0",""
1851,NA,11.47,9.04,0,"0",""
1852,NA,11.47,9.04,0,"0",""
1853,NA,11.47,9.04,0,"0",""
1854,NA,11.47,9.04,0,"0",""
1855,NA,11.47,9.04,0,"0",""
1856,NA,11.47,9.04,0,"0",""
1857,NA,11.47,9.04,0,"0",""
1858,NA,11.48,9.04,0,"0",""
1859,NA,11.47,9.04,0,"0",""
1860,NA,11.48,9.06,0,"0",""
1861,NA,11.48,9.06,0,"0",""
1862,NA,11.48,9.08,0,"0",""
1863,NA,11.49,9.1,0,"0",""
1864,NA,11.48,9.12,0,"0",""
1865,NA,11.48,9.14,0,"0",""
1866,NA,11.47,9.16,0,"0",""
1867,NA,11.47,9.18,0,"0",""
1868,NA,11.48,9.2,0,"0",""
1869,NA,11.47,9.2,0,"0",""
1870,NA,11.46,9.22,0,"0",""
1871,NA,11.45,9.22,0,"0",""
1872,NA,11.46,9.22,0,"0",""
1873,NA,11.45,9.24,0,"0",""
1874,NA,11.45,9.24,0,"0",""
1875,NA,11.45,9.24,0,"0",""
1876,NA,11.45,9.24,0,"0",""
1877,NA,11.44,9.24,0,"0",""
1878,NA,11.45,9.26,0,"0",""
1879,NA,11.44,9.26,0,"0",""
1880,NA,11.44,9.26,0,"0",""
1881,NA,11.44,9.26,0,"0",""
1882,NA,11.44,9.26,0,"0",""
1883,NA,11.43,9.26,0,"0",""
1884,NA,11.43,9.28,0,"0",""
1885,NA,11.43,9.26,0,"0",""
1886,NA,11.42,9.28,0,"0",""
1887,NA,11.42,9.28,0,"0",""
1888,NA,11.43,9.28,0,"0",""
1889,NA,11.43,9.28,0,"0",""
1890,NA,11.43,9.28,0,"0",""
1891,NA,11.42,9.3,0,"0",""
1892,NA,11.42,9.3,0,"0",""
1893,NA,11.42,9.3,0,"0",""
1894,NA,11.42,9.28,0,"0",""
1895,NA,11.41,9.28,0,"0",""
1896,NA,11.41,9.28,0,"0",""
1897,NA,11.41,9.28,0,"0",""
1898,NA,11.41,9.28,0,"0",""
1899,NA,11.41,9.28,0,"0",""
1900,NA,11.42,9.26,0,"0",""
1901,NA,11.41,9.26,0,"0",""
1902,NA,11.41,9.26,0,"0",""
1903,NA,11.42,9.28,0,"0",""
1904,NA,11.42,9.3,0,"0",""
1905,NA,11.42,9.32,0,"0",""
1906,NA,11.43,9.34,0,"0",""
1907,NA,11.43,9.36,0,"0",""
1908,NA,11.42,9.38,0,"0",""
1909,NA,11.42,9.4,0,"0",""
1910,NA,11.42,9.42,0,"0",""
1911,NA,11.39,9.44,0,"0",""
1912,NA,11.41,9.46,0,"0",""
1913,NA,11.41,9.46,0,"0",""
1914,NA,11.39,9.48,0,"0",""
1915,NA,11.41,9.48,0,"0",""
1916,NA,11.38,9.5,0,"0",""
1917,NA,11.38,9.5,0,"0",""
1918,NA,11.38,9.5,0,"0",""
1919,NA,11.37,9.5,0,"0",""
1920,NA,11.37,9.5,0,"0",""
