"Plot Title: 20449374"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","High Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","Temp, °C (LGR S/N: 20449374, SEN S/N: 20449374)","Coupler Detached (LGR S/N: 20449374)","Coupler Attached (LGR S/N: 20449374)","Stopped (LGR S/N: 20449374)","End Of File (LGR S/N: 20449374)"
388,03/13/19 11:51:30 PM,33041.7,28029.4,8.43,,,,
389,03/14/19 12:01:30 AM,33041.7,27999.1,8.43,,,,
390,03/14/19 12:11:30 AM,33041.7,28021.2,8.43,,,,
391,03/14/19 12:21:30 AM,33041.7,28021.2,8.43,,,,
392,03/14/19 12:31:30 AM,33041.7,28034.9,8.44,,,,
393,03/14/19 12:41:30 AM,33041.7,28043.2,8.44,,,,
394,03/14/19 12:51:30 AM,33041.7,28051.5,8.45,,,,
395,03/14/19 01:01:30 AM,33041.7,28029.4,8.44,,,,
396,03/14/19 01:11:30 AM,33041.7,28029.4,8.45,,,,
397,03/14/19 01:21:30 AM,33041.7,28012.9,8.45,,,,
398,03/14/19 01:31:30 AM,33041.7,28012.9,8.43,,,,
399,03/14/19 01:41:30 AM,33041.7,28012.9,8.45,,,,
400,03/14/19 01:51:30 AM,33041.7,27993.6,8.45,,,,
401,03/14/19 02:01:30 AM,33041.7,27999.1,8.44,,,,
402,03/14/19 02:11:30 AM,33041.7,27999.1,8.45,,,,
403,03/14/19 02:21:30 AM,33041.7,28007.4,8.45,,,,
404,03/14/19 02:31:30 AM,33041.7,27990.9,8.45,,,,
405,03/14/19 02:41:30 AM,33041.7,27990.9,8.45,,,,
406,03/14/19 02:51:30 AM,33041.7,27990.9,8.45,,,,
407,03/14/19 03:01:30 AM,33041.7,27977.1,8.45,,,,
408,03/14/19 03:11:30 AM,33041.7,27985.4,8.45,,,,
409,03/14/19 03:21:30 AM,33041.7,27960.7,8.45,,,,
410,03/14/19 03:31:30 AM,33041.7,28012.9,8.45,,,,
411,03/14/19 03:41:30 AM,33041.7,27977.1,8.47,,,,
412,03/14/19 03:51:30 AM,33041.7,27990.9,8.45,,,,
413,03/14/19 04:01:30 AM,33041.7,28004.6,8.47,,,,
414,03/14/19 04:11:30 AM,33041.7,28012.9,8.48,,,,
415,03/14/19 04:21:30 AM,33041.7,28012.9,8.48,,,,
416,03/14/19 04:31:30 AM,33041.7,28021.2,8.47,,,,
417,03/14/19 04:41:30 AM,33041.7,28010.1,8.47,,,,
418,03/14/19 04:51:30 AM,33041.7,28021.2,8.48,,,,
419,03/14/19 05:01:30 AM,33041.7,28034.9,8.48,,,,
420,03/14/19 05:11:30 AM,33041.7,28012.9,8.48,,,,
421,03/14/19 05:21:30 AM,33041.7,28021.2,8.48,,,,
422,03/14/19 05:31:30 AM,33041.7,27999.1,8.47,,,,
423,03/14/19 05:41:30 AM,33041.7,27955.2,8.47,,,,
424,03/14/19 05:51:30 AM,33041.7,27941.5,8.47,,,,
425,03/14/19 06:01:30 AM,33041.7,27911.3,8.45,,,,
426,03/14/19 06:11:30 AM,33041.7,27925.0,8.45,,,,
427,03/14/19 06:21:30 AM,33041.7,27916.8,8.45,,,,
428,03/14/19 06:31:30 AM,33041.7,27916.8,8.44,,,,
429,03/14/19 06:41:30 AM,33041.7,27916.8,8.45,,,,
430,03/14/19 06:51:30 AM,33041.7,27947.0,8.44,,,,
431,03/14/19 07:01:30 AM,33041.7,27919.5,8.43,,,,
432,03/14/19 07:11:30 AM,33041.7,27933.2,8.44,,,,
433,03/14/19 07:21:30 AM,33041.7,27905.9,8.43,,,,
434,03/14/19 07:31:30 AM,33041.7,27947.0,8.42,,,,
435,03/14/19 07:41:30 AM,33041.7,27933.2,8.42,,,,
436,03/14/19 07:51:30 AM,33041.7,27916.8,8.41,,,,
437,03/14/19 08:01:30 AM,33041.7,27911.3,8.40,,,,
438,03/14/19 08:11:30 AM,33041.7,27911.3,8.40,,,,
439,03/14/19 08:21:30 AM,33041.7,27905.9,8.39,,,,
440,03/14/19 08:31:30 AM,33041.7,27905.9,8.39,,,,
441,03/14/19 08:41:30 AM,33041.7,27925.0,8.39,,,,
442,03/14/19 08:51:30 AM,33041.7,27933.2,8.39,,,,
443,03/14/19 09:01:30 AM,33041.7,27947.0,8.40,,,,
444,03/14/19 09:11:30 AM,33041.7,27941.5,8.40,,,,
445,03/14/19 09:21:30 AM,33041.7,27955.2,8.40,,,,
446,03/14/19 09:31:30 AM,33041.7,27938.7,8.41,,,,
447,03/14/19 09:41:30 AM,33041.7,27971.7,8.40,,,,
448,03/14/19 09:51:30 AM,33041.7,27977.1,8.41,,,,
449,03/14/19 10:01:30 AM,33041.7,27999.1,8.41,,,,
450,03/14/19 10:11:30 AM,33041.7,27999.1,8.42,,,,
451,03/14/19 10:21:30 AM,33041.7,27990.9,8.42,,,,
452,03/14/19 10:31:30 AM,33041.7,27996.4,8.42,,,,
453,03/14/19 10:41:30 AM,33041.7,27999.1,8.43,,,,
454,03/14/19 10:51:30 AM,33041.7,28026.7,8.44,,,,
455,03/14/19 11:01:30 AM,33041.7,28051.5,8.44,,,,
456,03/14/19 11:11:30 AM,33041.7,28021.2,8.47,,,,
457,03/14/19 11:21:30 AM,33041.7,28043.2,8.48,,,,
458,03/14/19 11:31:30 AM,33041.7,28043.2,8.49,,,,
459,03/14/19 11:41:30 AM,33041.7,28057.0,8.51,,,,
460,03/14/19 11:51:30 AM,33041.7,28048.7,8.52,,,,
461,03/14/19 12:01:30 PM,33041.7,28070.8,8.53,,,,
462,03/14/19 12:11:30 PM,33041.7,28062.5,8.53,,,,
463,03/14/19 12:21:30 PM,33041.7,28070.8,8.55,,,,
464,03/14/19 12:31:30 PM,33041.7,28079.1,8.56,,,,
465,03/14/19 12:41:30 PM,33041.7,28084.6,8.57,,,,
466,03/14/19 12:51:30 PM,33041.7,28106.8,8.58,,,,
467,03/14/19 01:01:30 PM,33041.7,28062.5,8.60,,,,
468,03/14/19 01:11:30 PM,33041.7,28120.6,8.63,,,,
469,03/14/19 01:21:30 PM,33041.7,28090.2,8.65,,,,
470,03/14/19 01:31:30 PM,33041.7,28112.3,8.68,,,,
471,03/14/19 01:41:30 PM,33041.7,28126.2,8.70,,,,
472,03/14/19 01:51:30 PM,33041.7,28112.3,8.72,,,,
473,03/14/19 02:01:30 PM,33041.7,28117.9,8.73,,,,
474,03/14/19 02:11:30 PM,33041.7,28134.5,8.74,,,,
475,03/14/19 02:21:30 PM,33041.7,28134.5,8.74,,,,
476,03/14/19 02:31:30 PM,33041.7,28131.7,8.75,,,,
477,03/14/19 02:41:30 PM,33041.7,28142.8,8.75,,,,
478,03/14/19 02:51:30 PM,33041.7,28148.4,8.76,,,,
479,03/14/19 03:01:30 PM,33041.7,28117.9,8.76,,,,
480,03/14/19 03:11:30 PM,33041.7,28104.0,8.76,,,,
481,03/14/19 03:21:30 PM,33041.7,28131.7,8.76,,,,
482,03/14/19 03:31:30 PM,33041.7,28140.1,8.76,,,,
483,03/14/19 03:41:30 PM,33041.7,28142.8,8.78,,,,
484,03/14/19 03:51:30 PM,33041.7,28090.2,8.79,,,,
485,03/14/19 04:01:30 PM,33041.7,28037.7,8.80,,,,
486,03/14/19 04:11:30 PM,33041.7,28010.1,8.81,,,,
487,03/14/19 04:21:30 PM,33041.7,28015.7,8.83,,,,
488,03/14/19 04:31:30 PM,33041.7,28001.9,8.84,,,,
489,03/14/19 04:41:30 PM,33041.7,27993.6,8.86,,,,
490,03/14/19 04:51:30 PM,33041.7,27985.4,8.87,,,,
491,03/14/19 05:01:30 PM,33041.7,27977.1,8.87,,,,
492,03/14/19 05:11:30 PM,33041.7,27971.7,8.88,,,,
493,03/14/19 05:21:30 PM,33041.7,27977.1,8.88,,,,
494,03/14/19 05:31:30 PM,33041.7,27979.9,8.89,,,,
495,03/14/19 05:41:30 PM,33041.7,27999.1,8.88,,,,
496,03/14/19 05:51:30 PM,33041.7,27993.6,8.89,,,,
497,03/14/19 06:01:30 PM,33041.7,27985.4,8.89,,,,
498,03/14/19 06:11:30 PM,33041.7,27993.6,8.88,,,,
499,03/14/19 06:21:30 PM,33041.7,28015.7,8.87,,,,
500,03/14/19 06:31:30 PM,33041.7,27993.6,8.87,,,,
501,03/14/19 06:41:30 PM,33041.7,27999.1,8.86,,,,
502,03/14/19 06:51:30 PM,33041.7,28015.7,8.84,,,,
503,03/14/19 07:01:30 PM,33041.7,28051.5,8.83,,,,
504,03/14/19 07:11:30 PM,33041.7,28029.4,8.81,,,,
505,03/14/19 07:21:30 PM,33041.7,28007.4,8.80,,,,
506,03/14/19 07:31:30 PM,33041.7,28037.7,8.78,,,,
507,03/14/19 07:41:30 PM,33041.7,28029.4,8.76,,,,
508,03/14/19 07:51:30 PM,33041.7,28037.7,8.75,,,,
509,03/14/19 08:01:30 PM,33041.7,28021.2,8.74,,,,
510,03/14/19 08:11:30 PM,33041.7,28015.7,8.73,,,,
511,03/14/19 08:21:30 PM,33041.7,28029.4,8.72,,,,
512,03/14/19 08:31:30 PM,33041.7,28023.9,8.71,,,,
513,03/14/19 08:41:30 PM,33041.7,28068.1,8.70,,,,
514,03/14/19 08:51:30 PM,33041.7,28059.8,8.68,,,,
515,03/14/19 09:01:30 PM,33041.7,28046.0,8.67,,,,
516,03/14/19 09:11:30 PM,33041.7,28073.6,8.67,,,,
517,03/14/19 09:21:30 PM,33041.7,28081.9,8.66,,,,
518,03/14/19 09:31:30 PM,33041.7,28104.0,8.66,,,,
519,03/14/19 09:41:30 PM,33041.7,28129.0,8.65,,,,
520,03/14/19 09:51:30 PM,33041.7,28142.8,8.64,,,,
521,03/14/19 10:01:30 PM,33041.7,28126.2,8.63,,,,
522,03/14/19 10:11:30 PM,33041.7,28104.0,8.64,,,,
523,03/14/19 10:21:30 PM,33041.7,28120.6,8.63,,,,
524,03/14/19 10:31:30 PM,33041.7,28142.8,8.62,,,,
525,03/14/19 10:41:30 PM,33041.7,28120.6,8.62,,,,
526,03/14/19 10:51:30 PM,33041.7,28134.5,8.62,,,,
527,03/14/19 11:01:30 PM,33041.7,28120.6,8.60,,,,
528,03/14/19 11:11:30 PM,33041.7,28134.5,8.60,,,,
529,03/14/19 11:21:30 PM,33041.7,28109.6,8.59,,,,
530,03/14/19 11:31:30 PM,33041.7,28120.6,8.59,,,,
531,03/14/19 11:41:30 PM,33041.7,28095.7,8.59,,,,
532,03/14/19 11:51:30 PM,33041.7,28142.8,8.58,,,,
533,03/15/19 12:01:30 AM,33041.7,28120.6,8.58,,,,
534,03/15/19 12:11:30 AM,33041.7,28142.8,8.58,,,,
535,03/15/19 12:21:30 AM,33041.7,28112.3,8.58,,,,
536,03/15/19 12:31:30 AM,33041.7,28112.3,8.58,,,,
537,03/15/19 12:41:30 AM,33041.7,28095.7,8.58,,,,
538,03/15/19 12:51:30 AM,33041.7,28112.3,8.58,,,,
539,03/15/19 01:01:30 AM,33041.7,28090.2,8.58,,,,
540,03/15/19 01:11:30 AM,33041.7,28054.3,8.58,,,,
541,03/15/19 01:21:30 AM,33041.7,28046.0,8.58,,,,
542,03/15/19 01:31:30 AM,33041.7,28032.2,8.58,,,,
543,03/15/19 01:41:30 AM,33041.7,28032.2,8.57,,,,
544,03/15/19 01:51:30 AM,33041.7,28001.9,8.57,,,,
545,03/15/19 02:01:30 AM,33041.7,28001.9,8.57,,,,
546,03/15/19 02:11:30 AM,33041.7,28001.9,8.56,,,,
547,03/15/19 02:21:30 AM,33041.7,28018.4,8.56,,,,
548,03/15/19 02:31:30 AM,33041.7,28004.6,8.56,,,,
549,03/15/19 02:41:30 AM,33041.7,27979.9,8.55,,,,
550,03/15/19 02:51:30 AM,33041.7,27996.4,8.55,,,,
551,03/15/19 03:01:30 AM,33041.7,27979.9,8.55,,,,
552,03/15/19 03:11:30 AM,33041.7,27996.4,8.55,,,,
553,03/15/19 03:21:30 AM,33041.7,27988.1,8.55,,,,
554,03/15/19 03:31:30 AM,33041.7,27979.9,8.53,,,,
555,03/15/19 03:41:30 AM,33041.7,27993.6,8.55,,,,
556,03/15/19 03:51:30 AM,33041.7,28010.1,8.53,,,,
557,03/15/19 04:01:30 AM,33041.7,27985.4,8.53,,,,
558,03/15/19 04:11:30 AM,33041.7,27985.4,8.53,,,,
559,03/15/19 04:21:30 AM,33041.7,28018.4,8.53,,,,
560,03/15/19 04:31:30 AM,33041.7,27988.1,8.55,,,,
561,03/15/19 04:41:30 AM,33041.7,28010.1,8.52,,,,
562,03/15/19 04:51:30 AM,33041.7,27993.6,8.53,,,,
563,03/15/19 05:01:30 AM,33041.7,27988.1,8.52,,,,
564,03/15/19 05:11:30 AM,33041.7,27966.2,8.53,,,,
565,03/15/19 05:21:30 AM,33041.7,27971.7,8.53,,,,
566,03/15/19 05:31:30 AM,33041.7,28001.9,8.53,,,,
567,03/15/19 05:41:30 AM,33041.7,28001.9,8.52,,,,
568,03/15/19 05:51:30 AM,33041.7,27979.9,8.53,,,,
569,03/15/19 06:01:30 AM,33041.7,28001.9,8.52,,,,
570,03/15/19 06:11:30 AM,33041.7,27988.1,8.52,,,,
571,03/15/19 06:21:30 AM,33041.7,27979.9,8.52,,,,
572,03/15/19 06:31:30 AM,33041.7,27982.6,8.52,,,,
573,03/15/19 06:41:30 AM,33041.7,27988.1,8.53,,,,
574,03/15/19 06:51:30 AM,33041.7,27971.7,8.53,,,,
575,03/15/19 07:01:30 AM,33041.7,27993.6,8.53,,,,
576,03/15/19 07:11:30 AM,33041.7,27985.4,8.53,,,,
577,03/15/19 07:21:30 AM,33041.7,27985.4,8.53,,,,
578,03/15/19 07:31:30 AM,33041.7,28018.4,8.53,,,,
579,03/15/19 07:41:30 AM,33041.7,28007.4,8.53,,,,
580,03/15/19 07:51:30 AM,33041.7,27988.1,8.53,,,,
581,03/15/19 08:01:30 AM,33041.7,27993.6,8.53,,,,
582,03/15/19 08:11:30 AM,33041.7,27988.1,8.53,,,,
583,03/15/19 08:21:30 AM,33041.7,28007.4,8.53,,,,
584,03/15/19 08:31:30 AM,33041.7,27993.6,8.55,,,,
585,03/15/19 08:41:30 AM,33041.7,28001.9,8.53,,,,
586,03/15/19 08:51:30 AM,33041.7,27993.6,8.53,,,,
587,03/15/19 09:01:30 AM,33041.7,27944.2,8.53,,,,
588,03/15/19 09:11:30 AM,33041.7,27971.7,8.53,,,,
589,03/15/19 09:21:30 AM,33041.7,27971.7,8.55,,,,
590,03/15/19 09:31:30 AM,33041.7,28001.9,8.55,,,,
591,03/15/19 09:41:30 AM,33041.7,28007.4,8.55,,,,
592,03/15/19 09:51:30 AM,33041.7,28007.4,8.56,,,,
593,03/15/19 10:01:30 AM,33041.7,28018.4,8.56,,,,
594,03/15/19 10:11:30 AM,33041.7,28007.4,8.58,,,,
595,03/15/19 10:21:30 AM,33041.7,28023.9,8.58,,,,
596,03/15/19 10:31:30 AM,33041.7,28023.9,8.58,,,,
597,03/15/19 10:41:30 AM,33041.7,27985.4,8.59,,,,
598,03/15/19 10:51:30 AM,33041.7,28023.9,8.60,,,,
599,03/15/19 11:01:30 AM,33041.7,27999.1,8.62,,,,
600,03/15/19 11:11:30 AM,33041.7,28021.2,8.63,,,,
601,03/15/19 11:21:30 AM,33041.7,28029.4,8.63,,,,
602,03/15/19 11:31:30 AM,33041.7,28051.5,8.64,,,,
603,03/15/19 11:41:30 AM,33041.7,28059.8,8.65,,,,
604,03/15/19 11:51:30 AM,33041.7,28026.7,8.66,,,,
605,03/15/19 12:01:30 PM,33041.7,28065.3,8.67,,,,
606,03/15/19 12:11:30 PM,33041.7,28051.5,8.67,,,,
607,03/15/19 12:21:30 PM,33041.7,28051.5,8.68,,,,
608,03/15/19 12:31:30 PM,33041.7,28043.2,8.70,,,,
609,03/15/19 12:41:30 PM,33041.7,28043.2,8.70,,,,
610,03/15/19 12:51:30 PM,33041.7,28034.9,8.71,,,,
611,03/15/19 01:01:30 PM,33041.7,28021.2,8.71,,,,
612,03/15/19 01:11:30 PM,33041.7,28026.7,8.72,,,,
613,03/15/19 01:21:30 PM,33041.7,27999.1,8.71,,,,
614,03/15/19 01:31:30 PM,33041.7,28021.2,8.72,,,,
615,03/15/19 01:41:30 PM,33041.7,28026.7,8.74,,,,
616,03/15/19 01:51:30 PM,33041.7,28043.2,8.75,,,,
617,03/15/19 02:01:30 PM,33041.7,28034.9,8.75,,,,
618,03/15/19 02:11:30 PM,33041.7,28043.2,8.78,,,,
619,03/15/19 02:21:30 PM,33041.7,28026.7,8.79,,,,
620,03/15/19 02:31:30 PM,33041.7,28040.5,8.80,,,,
621,03/15/19 02:41:30 PM,33041.7,28057.0,8.81,,,,
622,03/15/19 02:51:30 PM,33041.7,28062.5,8.82,,,,
623,03/15/19 03:01:30 PM,33041.7,28084.6,8.83,,,,
624,03/15/19 03:11:30 PM,33041.7,28084.6,8.84,,,,
625,03/15/19 03:21:30 PM,33041.7,28106.8,8.86,,,,
626,03/15/19 03:31:30 PM,33041.7,28079.1,8.86,,,,
627,03/15/19 03:41:30 PM,33041.7,28092.9,8.87,,,,
628,03/15/19 03:51:30 PM,33041.7,28098.5,8.87,,,,
629,03/15/19 04:01:30 PM,33041.7,28098.5,8.87,,,,
630,03/15/19 04:11:30 PM,33041.7,28098.5,8.87,,,,
631,03/15/19 04:21:30 PM,33041.7,28098.5,8.88,,,,
632,03/15/19 04:31:30 PM,33041.7,28090.2,8.89,,,,
633,03/15/19 04:41:30 PM,33041.7,28076.4,8.88,,,,
634,03/15/19 04:51:30 PM,33041.7,28106.8,8.88,,,,
635,03/15/19 05:01:30 PM,33041.7,28070.8,8.88,,,,
636,03/15/19 05:11:30 PM,33041.7,28084.6,8.88,,,,
637,03/15/19 05:21:30 PM,33041.7,28079.1,8.88,,,,
638,03/15/19 05:31:30 PM,33041.7,28057.0,8.87,,,,
639,03/15/19 05:41:30 PM,33041.7,28076.4,8.87,,,,
640,03/15/19 05:51:30 PM,33041.7,28068.1,8.87,,,,
641,03/15/19 06:01:30 PM,33041.7,28023.9,8.87,,,,
642,03/15/19 06:11:30 PM,33041.7,28032.2,8.86,,,,
643,03/15/19 06:21:30 PM,33041.7,28026.7,8.88,,,,
644,03/15/19 06:31:30 PM,33041.7,28018.4,8.88,,,,
645,03/15/19 06:41:30 PM,33041.7,27982.6,8.90,,,,
646,03/15/19 06:51:30 PM,33041.7,27966.2,8.90,,,,
647,03/15/19 07:01:30 PM,33041.7,27982.6,8.90,,,,
648,03/15/19 07:11:30 PM,33041.7,27982.6,8.90,,,,
649,03/15/19 07:21:30 PM,33041.7,27974.4,8.89,,,,
650,03/15/19 07:31:30 PM,33041.7,27960.7,8.88,,,,
651,03/15/19 07:41:30 PM,33041.7,27982.6,8.87,,,,
652,03/15/19 07:51:30 PM,33041.7,27947.0,8.86,,,,
653,03/15/19 08:01:30 PM,33041.7,27938.7,8.83,,,,
654,03/15/19 08:11:30 PM,33041.7,27960.7,8.82,,,,
655,03/15/19 08:21:30 PM,33041.7,27960.7,8.80,,,,
656,03/15/19 08:31:30 PM,33041.7,27960.7,8.78,,,,
657,03/15/19 08:41:30 PM,33041.7,27955.2,8.76,,,,
658,03/15/19 08:51:30 PM,33041.7,27952.4,8.75,,,,
659,03/15/19 09:01:30 PM,33041.7,27947.0,8.73,,,,
660,03/15/19 09:11:30 PM,33041.7,27968.9,8.72,,,,
661,03/15/19 09:21:30 PM,33041.7,27955.2,8.71,,,,
662,03/15/19 09:31:30 PM,33041.7,27960.7,8.70,,,,
663,03/15/19 09:41:30 PM,33041.7,27968.9,8.70,,,,
664,03/15/19 09:51:30 PM,33041.7,27999.1,8.67,,,,
665,03/15/19 10:01:30 PM,33041.7,27968.9,8.67,,,,
666,03/15/19 10:11:30 PM,33041.7,27952.4,8.66,,,,
667,03/15/19 10:21:30 PM,33041.7,27990.9,8.65,,,,
668,03/15/19 10:31:30 PM,33041.7,28004.6,8.65,,,,
669,03/15/19 10:41:30 PM,33041.7,28004.6,8.65,,,,
670,03/15/19 10:51:30 PM,33041.7,28012.9,8.65,,,,
671,03/15/19 11:01:30 PM,33041.7,28043.2,8.65,,,,
672,03/15/19 11:11:30 PM,33041.7,28043.2,8.65,,,,
673,03/15/19 11:21:30 PM,33041.7,28070.8,8.65,,,,
674,03/15/19 11:31:30 PM,33041.7,28084.6,8.64,,,,
675,03/15/19 11:41:30 PM,33041.7,28062.5,8.65,,,,
676,03/15/19 11:51:30 PM,33041.7,28106.8,8.65,,,,
677,03/16/19 12:01:30 AM,33041.7,28098.5,8.65,,,,
678,03/16/19 12:11:30 AM,33041.7,28101.3,8.65,,,,
679,03/16/19 12:21:30 AM,33041.7,28115.1,8.64,,,,
680,03/16/19 12:31:30 AM,33041.7,28106.8,8.64,,,,
681,03/16/19 12:41:30 AM,33041.7,28129.0,8.64,,,,
682,03/16/19 12:51:30 AM,33041.7,28137.3,8.63,,,,
683,03/16/19 01:01:30 AM,33041.7,28129.0,8.63,,,,
684,03/16/19 01:11:30 AM,33041.7,28129.0,8.63,,,,
685,03/16/19 01:21:30 AM,33041.7,28123.4,8.63,,,,
686,03/16/19 01:31:30 AM,33041.7,28115.1,8.60,,,,
687,03/16/19 01:41:30 AM,33041.7,28101.3,8.60,,,,
688,03/16/19 01:51:30 AM,33041.7,28079.1,8.58,,,,
689,03/16/19 02:01:30 AM,33041.7,28048.7,8.58,,,,
690,03/16/19 02:11:30 AM,33041.7,28043.2,8.57,,,,
691,03/16/19 02:21:30 AM,33041.7,28029.4,8.56,,,,
692,03/16/19 02:31:30 AM,33041.7,28012.9,8.55,,,,
693,03/16/19 02:41:30 AM,33041.7,28034.9,8.55,,,,
694,03/16/19 02:51:30 AM,33041.7,28021.2,8.55,,,,
695,03/16/19 03:01:30 AM,33041.7,28015.7,8.55,,,,
696,03/16/19 03:11:30 AM,33041.7,28004.6,8.53,,,,
697,03/16/19 03:21:30 AM,33041.7,27999.1,8.53,,,,
698,03/16/19 03:31:30 AM,33041.7,27982.6,8.53,,,,
699,03/16/19 03:41:30 AM,33041.7,27985.4,8.52,,,,
700,03/16/19 03:51:30 AM,33041.7,27985.4,8.52,,,,
701,03/16/19 04:01:30 AM,33041.7,27977.1,8.52,,,,
702,03/16/19 04:11:30 AM,33041.7,27977.1,8.51,,,,
703,03/16/19 04:21:30 AM,33041.7,27947.0,8.51,,,,
704,03/16/19 04:31:30 AM,33041.7,27947.0,8.51,,,,
705,03/16/19 04:41:30 AM,33041.7,27949.7,8.51,,,,
706,03/16/19 04:51:30 AM,33041.7,27947.0,8.51,,,,
707,03/16/19 05:01:30 AM,33041.7,27955.2,8.51,,,,
708,03/16/19 05:11:30 AM,33041.7,27925.0,8.51,,,,
709,03/16/19 05:21:30 AM,33041.7,27963.4,8.50,,,,
710,03/16/19 05:31:30 AM,33041.7,27941.5,8.50,,,,
711,03/16/19 05:41:30 AM,33041.7,27949.7,8.50,,,,
712,03/16/19 05:51:30 AM,33041.7,27949.7,8.51,,,,
713,03/16/19 06:01:30 AM,33041.7,27941.5,8.51,,,,
714,03/16/19 06:11:30 AM,33041.7,27941.5,8.51,,,,
715,03/16/19 06:21:30 AM,33041.7,27955.2,8.51,,,,
716,03/16/19 06:31:30 AM,33041.7,27941.5,8.51,,,,
717,03/16/19 06:41:30 AM,33041.7,27927.8,8.51,,,,
718,03/16/19 06:51:30 AM,33041.7,27947.0,8.50,,,,
719,03/16/19 07:01:30 AM,33041.7,27941.5,8.50,,,,
720,03/16/19 07:11:30 AM,33041.7,27941.5,8.49,,,,
721,03/16/19 07:21:30 AM,33041.7,27963.4,8.49,,,,
722,03/16/19 07:31:30 AM,33041.7,27957.9,8.49,,,,
723,03/16/19 07:41:30 AM,33041.7,27941.5,8.48,,,,
724,03/16/19 07:51:30 AM,33041.7,27963.4,8.49,,,,
725,03/16/19 08:01:30 AM,33041.7,27955.2,8.48,,,,
726,03/16/19 08:11:30 AM,33041.7,27963.4,8.48,,,,
727,03/16/19 08:21:30 AM,33041.7,27977.1,8.48,,,,
728,03/16/19 08:31:30 AM,33041.7,27977.1,8.49,,,,
729,03/16/19 08:41:30 AM,33041.7,27955.2,8.49,,,,
730,03/16/19 08:51:30 AM,33041.7,27982.6,8.50,,,,
731,03/16/19 09:01:30 AM,33041.7,27999.1,8.50,,,,
732,03/16/19 09:11:30 AM,33041.7,28012.9,8.51,,,,
733,03/16/19 09:21:30 AM,33041.7,28012.9,8.52,,,,
734,03/16/19 09:31:30 AM,33041.7,28048.7,8.53,,,,
735,03/16/19 09:41:30 AM,33041.7,28012.9,8.55,,,,
736,03/16/19 09:51:30 AM,33041.7,28026.7,8.57,,,,
737,03/16/19 10:01:30 AM,33041.7,28043.2,8.58,,,,
738,03/16/19 10:11:30 AM,33041.7,28057.0,8.59,,,,
739,03/16/19 10:21:30 AM,33041.7,28062.5,8.60,,,,
740,03/16/19 10:31:30 AM,33041.7,28070.8,8.62,,,,
741,03/16/19 10:41:30 AM,33041.7,28084.6,8.62,,,,
742,03/16/19 10:51:30 AM,33041.7,28068.1,8.64,,,,
743,03/16/19 11:01:30 AM,33041.7,28106.8,8.65,,,,
744,03/16/19 11:11:30 AM,33041.7,28106.8,8.66,,,,
745,03/16/19 11:21:30 AM,33041.7,28112.3,8.67,,,,
746,03/16/19 11:31:30 AM,33041.7,28129.0,8.68,,,,
747,03/16/19 11:41:30 AM,33041.7,28142.8,8.70,,,,
748,03/16/19 11:51:30 AM,33041.7,28126.2,8.71,,,,
749,03/16/19 12:01:30 PM,33041.7,28170.6,8.72,,,,
750,03/16/19 12:11:30 PM,33041.7,28173.4,8.73,,,,
751,03/16/19 12:21:30 PM,33041.7,28156.7,8.74,,,,
752,03/16/19 12:31:30 PM,33041.7,28187.3,8.75,,,,
753,03/16/19 12:41:30 PM,33041.7,28192.9,8.75,,,,
754,03/16/19 12:51:30 PM,33041.7,28187.3,8.76,,,,
755,03/16/19 01:01:30 PM,33041.7,28178.9,8.78,,,,
756,03/16/19 01:11:30 PM,33041.7,28201.2,8.79,,,,
757,03/16/19 01:21:30 PM,33041.7,28229.1,8.80,,,,
758,03/16/19 01:31:30 PM,33041.7,28237.5,8.80,,,,
759,03/16/19 01:41:30 PM,33041.7,28223.5,8.81,,,,
760,03/16/19 01:51:30 PM,33041.7,28223.5,8.82,,,,
761,03/16/19 02:01:30 PM,33041.7,28245.8,8.83,,,,
762,03/16/19 02:11:30 PM,33041.7,28273.8,8.84,,,,
763,03/16/19 02:21:30 PM,33041.7,28273.8,8.86,,,,
764,03/16/19 02:31:30 PM,33041.7,28259.8,8.86,,,,
765,03/16/19 02:41:30 PM,33041.7,28265.4,8.87,,,,
766,03/16/19 02:51:30 PM,33041.7,28251.4,8.88,,,,
767,03/16/19 03:01:30 PM,33041.7,28273.8,8.89,,,,
768,03/16/19 03:11:30 PM,33041.7,28265.4,8.89,,,,
769,03/16/19 03:21:30 PM,33041.7,28273.8,8.90,,,,
770,03/16/19 03:31:30 PM,33041.7,28279.4,8.90,,,,
771,03/16/19 03:41:30 PM,33041.7,28273.8,8.90,,,,
772,03/16/19 03:51:30 PM,33041.7,28271.0,8.90,,,,
773,03/16/19 04:01:30 PM,33041.7,28273.8,8.91,,,,
774,03/16/19 04:11:30 PM,33041.7,28257.0,8.91,,,,
775,03/16/19 04:21:30 PM,33041.7,28257.0,8.91,,,,
776,03/16/19 04:31:30 PM,33041.7,28229.1,8.91,,,,
777,03/16/19 04:41:30 PM,33041.7,28229.1,8.93,,,,
778,03/16/19 04:51:30 PM,33041.7,28206.8,8.93,,,,
779,03/16/19 05:01:30 PM,33041.7,28176.2,8.93,,,,
780,03/16/19 05:11:30 PM,33041.7,28178.9,8.93,,,,
