"Plot Title: 25FEB19-04MAR19_20454092_DO_logger"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","Coupler Attached (LGR S/N: 20454092)","Coupler Detached (LGR S/N: 20454092)","Stopped (LGR S/N: 20454092)","End Of File (LGR S/N: 20454092)"
470,02/28/19 04:15:49 PM,11.57,8.70,,,,
471,02/28/19 04:25:49 PM,11.56,8.70,,,,
472,02/28/19 04:35:49 PM,11.57,8.68,,,,
473,02/28/19 04:45:49 PM,11.57,8.68,,,,
474,02/28/19 04:55:49 PM,11.58,8.68,,,,
475,02/28/19 05:05:49 PM,11.57,8.66,,,,
476,02/28/19 05:15:49 PM,11.57,8.66,,,,
477,02/28/19 05:25:49 PM,11.58,8.66,,,,
478,02/28/19 05:35:49 PM,11.58,8.66,,,,
479,02/28/19 05:45:49 PM,11.57,8.66,,,,
480,02/28/19 05:55:49 PM,11.58,8.64,,,,
481,02/28/19 06:05:49 PM,11.58,8.64,,,,
482,02/28/19 06:15:49 PM,11.58,8.64,,,,
483,02/28/19 06:25:49 PM,11.57,8.66,,,,
484,02/28/19 06:35:49 PM,11.56,8.66,,,,
485,02/28/19 06:45:49 PM,11.56,8.68,,,,
486,02/28/19 06:55:49 PM,11.56,8.68,,,,
487,02/28/19 07:05:49 PM,11.55,8.68,,,,
488,02/28/19 07:15:49 PM,11.55,8.68,,,,
489,02/28/19 07:25:49 PM,11.54,8.68,,,,
490,02/28/19 07:35:49 PM,11.55,8.68,,,,
491,02/28/19 07:45:49 PM,11.54,8.68,,,,
492,02/28/19 07:55:49 PM,11.54,8.66,,,,
493,02/28/19 08:05:49 PM,11.54,8.66,,,,
494,02/28/19 08:15:49 PM,11.54,8.66,,,,
495,02/28/19 08:25:49 PM,11.54,8.66,,,,
496,02/28/19 08:35:49 PM,11.54,8.66,,,,
497,02/28/19 08:45:49 PM,11.54,8.66,,,,
498,02/28/19 08:55:49 PM,11.54,8.68,,,,
499,02/28/19 09:05:49 PM,11.53,8.68,,,,
500,02/28/19 09:15:49 PM,11.53,8.70,,,,
501,02/28/19 09:25:49 PM,11.53,8.70,,,,
502,02/28/19 09:35:49 PM,11.52,8.72,,,,
503,02/28/19 09:45:49 PM,11.53,8.72,,,,
504,02/28/19 09:55:49 PM,11.52,8.72,,,,
505,02/28/19 10:05:49 PM,11.52,8.72,,,,
506,02/28/19 10:15:49 PM,11.53,8.72,,,,
507,02/28/19 10:25:49 PM,11.53,8.72,,,,
508,02/28/19 10:35:49 PM,11.52,8.72,,,,
509,02/28/19 10:45:49 PM,11.53,8.70,,,,
510,02/28/19 10:55:49 PM,11.53,8.70,,,,
511,02/28/19 11:05:49 PM,11.53,8.70,,,,
512,02/28/19 11:15:49 PM,11.53,8.68,,,,
513,02/28/19 11:25:49 PM,11.54,8.68,,,,
514,02/28/19 11:35:49 PM,11.54,8.66,,,,
515,02/28/19 11:45:49 PM,11.55,8.64,,,,
516,02/28/19 11:55:49 PM,11.55,8.64,,,,
517,03/01/19 12:05:49 AM,11.56,8.62,,,,
518,03/01/19 12:15:49 AM,11.56,8.62,,,,
519,03/01/19 12:25:49 AM,11.56,8.60,,,,
520,03/01/19 12:35:49 AM,11.56,8.60,,,,
521,03/01/19 12:45:49 AM,11.57,8.60,,,,
522,03/01/19 12:55:49 AM,11.56,8.60,,,,
523,03/01/19 01:05:49 AM,11.57,8.60,,,,
524,03/01/19 01:15:49 AM,11.56,8.60,,,,
525,03/01/19 01:25:49 AM,11.55,8.62,,,,
526,03/01/19 01:35:49 AM,11.55,8.62,,,,
527,03/01/19 01:45:49 AM,11.56,8.62,,,,
528,03/01/19 01:55:49 AM,11.55,8.62,,,,
529,03/01/19 02:05:49 AM,11.55,8.62,,,,
530,03/01/19 02:15:49 AM,11.55,8.62,,,,
531,03/01/19 02:25:49 AM,11.56,8.62,,,,
532,03/01/19 02:35:49 AM,11.56,8.60,,,,
533,03/01/19 02:45:49 AM,11.55,8.60,,,,
534,03/01/19 02:55:49 AM,11.56,8.60,,,,
535,03/01/19 03:05:49 AM,11.57,8.58,,,,
536,03/01/19 03:15:49 AM,11.58,8.58,,,,
537,03/01/19 03:25:49 AM,11.56,8.58,,,,
538,03/01/19 03:35:49 AM,11.57,8.58,,,,
539,03/01/19 03:45:49 AM,11.57,8.58,,,,
540,03/01/19 03:55:49 AM,11.57,8.58,,,,
541,03/01/19 04:05:49 AM,11.57,8.58,,,,
542,03/01/19 04:15:49 AM,11.57,8.58,,,,
543,03/01/19 04:25:49 AM,11.56,8.56,,,,
544,03/01/19 04:35:49 AM,11.57,8.56,,,,
545,03/01/19 04:45:49 AM,11.56,8.58,,,,
546,03/01/19 04:55:49 AM,11.55,8.58,,,,
547,03/01/19 05:05:49 AM,11.56,8.58,,,,
548,03/01/19 05:15:49 AM,11.55,8.58,,,,
549,03/01/19 05:25:49 AM,11.55,8.60,,,,
550,03/01/19 05:35:49 AM,11.55,8.60,,,,
551,03/01/19 05:45:49 AM,11.56,8.60,,,,
552,03/01/19 05:55:49 AM,11.56,8.60,,,,
553,03/01/19 06:05:49 AM,11.56,8.60,,,,
554,03/01/19 06:15:49 AM,11.57,8.60,,,,
555,03/01/19 06:25:49 AM,11.57,8.60,,,,
556,03/01/19 06:35:49 AM,11.57,8.60,,,,
557,03/01/19 06:45:49 AM,11.58,8.60,,,,
558,03/01/19 06:55:49 AM,11.57,8.60,,,,
559,03/01/19 07:05:49 AM,11.58,8.58,,,,
560,03/01/19 07:15:49 AM,11.59,8.58,,,,
561,03/01/19 07:25:49 AM,11.58,8.56,,,,
562,03/01/19 07:35:49 AM,11.59,8.56,,,,
563,03/01/19 07:45:49 AM,11.60,8.54,,,,
564,03/01/19 07:55:49 AM,11.60,8.54,,,,
565,03/01/19 08:05:49 AM,11.60,8.52,,,,
566,03/01/19 08:15:49 AM,11.59,8.52,,,,
567,03/01/19 08:25:49 AM,11.60,8.50,,,,
568,03/01/19 08:35:49 AM,11.59,8.50,,,,
569,03/01/19 08:45:49 AM,11.60,8.48,,,,
570,03/01/19 08:55:49 AM,11.60,8.46,,,,
571,03/01/19 09:05:49 AM,11.62,8.46,,,,
572,03/01/19 09:15:49 AM,11.62,8.46,,,,
573,03/01/19 09:25:49 AM,11.62,8.48,,,,
574,03/01/19 09:35:49 AM,11.62,8.48,,,,
575,03/01/19 09:45:49 AM,11.62,8.50,,,,
576,03/01/19 09:55:49 AM,11.62,8.54,,,,
577,03/01/19 10:05:49 AM,11.62,8.54,,,,
578,03/01/19 10:15:49 AM,11.61,8.56,,,,
579,03/01/19 10:25:49 AM,11.61,8.58,,,,
580,03/01/19 10:35:49 AM,11.61,8.60,,,,
581,03/01/19 10:45:49 AM,11.60,8.60,,,,
582,03/01/19 10:55:49 AM,11.60,8.62,,,,
583,03/01/19 11:05:49 AM,11.60,8.64,,,,
584,03/01/19 11:15:49 AM,11.60,8.64,,,,
585,03/01/19 11:25:49 AM,11.59,8.64,,,,
586,03/01/19 11:35:49 AM,11.60,8.64,,,,
587,03/01/19 11:45:49 AM,11.59,8.64,,,,
588,03/01/19 11:55:49 AM,11.60,8.66,,,,
589,03/01/19 12:05:49 PM,11.59,8.66,,,,
590,03/01/19 12:15:49 PM,11.59,8.66,,,,
591,03/01/19 12:25:49 PM,11.59,8.68,,,,
592,03/01/19 12:35:49 PM,11.60,8.68,,,,
593,03/01/19 12:45:49 PM,11.61,8.68,,,,
594,03/01/19 12:55:49 PM,11.60,8.68,,,,
595,03/01/19 01:05:49 PM,11.60,8.66,,,,
596,03/01/19 01:15:49 PM,11.62,8.66,,,,
597,03/01/19 01:25:49 PM,11.62,8.64,,,,
598,03/01/19 01:35:49 PM,11.62,8.62,,,,
599,03/01/19 01:45:49 PM,11.63,8.60,,,,
600,03/01/19 01:55:49 PM,11.63,8.58,,,,
601,03/01/19 02:05:49 PM,11.63,8.58,,,,
602,03/01/19 02:15:49 PM,11.64,8.56,,,,
603,03/01/19 02:25:49 PM,11.64,8.56,,,,
604,03/01/19 02:35:49 PM,11.65,8.54,,,,
605,03/01/19 02:45:49 PM,11.65,8.54,,,,
606,03/01/19 02:55:49 PM,11.64,8.52,,,,
607,03/01/19 03:05:49 PM,11.65,8.52,,,,
608,03/01/19 03:15:49 PM,11.65,8.50,,,,
609,03/01/19 03:25:49 PM,11.64,8.50,,,,
610,03/01/19 03:35:49 PM,11.64,8.50,,,,
611,03/01/19 03:45:49 PM,11.64,8.50,,,,
612,03/01/19 03:55:49 PM,11.64,8.52,,,,
613,03/01/19 04:05:49 PM,11.64,8.52,,,,
614,03/01/19 04:15:49 PM,11.64,8.52,,,,
615,03/01/19 04:25:49 PM,11.63,8.54,,,,
616,03/01/19 04:35:49 PM,11.62,8.56,,,,
617,03/01/19 04:45:49 PM,11.61,8.56,,,,
618,03/01/19 04:55:49 PM,11.60,8.58,,,,
619,03/01/19 05:05:49 PM,11.61,8.60,,,,
620,03/01/19 05:15:49 PM,11.59,8.62,,,,
621,03/01/19 05:25:49 PM,11.59,8.62,,,,
622,03/01/19 05:35:49 PM,11.58,8.64,,,,
623,03/01/19 05:45:49 PM,11.59,8.64,,,,
624,03/01/19 05:55:49 PM,11.59,8.64,,,,
625,03/01/19 06:05:49 PM,11.60,8.64,,,,
626,03/01/19 06:15:49 PM,11.60,8.62,,,,
627,03/01/19 06:25:49 PM,11.60,8.62,,,,
628,03/01/19 06:35:49 PM,11.60,8.60,,,,
629,03/01/19 06:45:49 PM,11.60,8.60,,,,
630,03/01/19 06:55:49 PM,11.60,8.58,,,,
631,03/01/19 07:05:49 PM,11.61,8.58,,,,
632,03/01/19 07:15:49 PM,11.61,8.56,,,,
633,03/01/19 07:25:49 PM,11.62,8.56,,,,
634,03/01/19 07:35:49 PM,11.61,8.56,,,,
635,03/01/19 07:45:49 PM,11.62,8.56,,,,
636,03/01/19 07:55:49 PM,11.63,8.56,,,,
637,03/01/19 08:05:49 PM,11.64,8.56,,,,
638,03/01/19 08:15:49 PM,11.64,8.56,,,,
639,03/01/19 08:25:49 PM,11.64,8.56,,,,
640,03/01/19 08:35:49 PM,11.64,8.54,,,,
641,03/01/19 08:45:49 PM,11.65,8.56,,,,
642,03/01/19 08:55:49 PM,11.64,8.56,,,,
643,03/01/19 09:05:49 PM,11.64,8.56,,,,
644,03/01/19 09:15:49 PM,11.63,8.56,,,,
645,03/01/19 09:25:49 PM,11.63,8.58,,,,
646,03/01/19 09:35:49 PM,11.62,8.58,,,,
647,03/01/19 09:45:49 PM,11.62,8.60,,,,
648,03/01/19 09:55:49 PM,11.61,8.60,,,,
649,03/01/19 10:05:49 PM,11.61,8.60,,,,
650,03/01/19 10:15:49 PM,11.61,8.60,,,,
651,03/01/19 10:25:49 PM,11.61,8.60,,,,
652,03/01/19 10:35:49 PM,11.60,8.60,,,,
653,03/01/19 10:45:49 PM,11.60,8.60,,,,
654,03/01/19 10:55:49 PM,11.60,8.60,,,,
655,03/01/19 11:05:49 PM,11.61,8.60,,,,
656,03/01/19 11:15:49 PM,11.60,8.60,,,,
657,03/01/19 11:25:49 PM,11.60,8.60,,,,
658,03/01/19 11:35:49 PM,11.60,8.58,,,,
659,03/01/19 11:45:49 PM,11.61,8.58,,,,
660,03/01/19 11:55:49 PM,11.61,8.58,,,,
661,03/02/19 12:05:49 AM,11.61,8.56,,,,
662,03/02/19 12:15:49 AM,11.62,8.56,,,,
663,03/02/19 12:25:49 AM,11.62,8.54,,,,
664,03/02/19 12:35:49 AM,11.63,8.54,,,,
665,03/02/19 12:45:49 AM,11.63,8.52,,,,
666,03/02/19 12:55:49 AM,11.64,8.50,,,,
667,03/02/19 01:05:49 AM,11.63,8.50,,,,
668,03/02/19 01:15:49 AM,11.64,8.48,,,,
669,03/02/19 01:25:49 AM,11.64,8.48,,,,
670,03/02/19 01:35:49 AM,11.64,8.46,,,,
671,03/02/19 01:45:49 AM,11.65,8.46,,,,
672,03/02/19 01:55:49 AM,11.65,8.44,,,,
673,03/02/19 02:05:49 AM,11.64,8.42,,,,
674,03/02/19 02:15:49 AM,11.65,8.40,,,,
675,03/02/19 02:25:49 AM,11.65,8.40,,,,
676,03/02/19 02:35:49 AM,11.65,8.38,,,,
677,03/02/19 02:45:49 AM,11.65,8.38,,,,
678,03/02/19 02:55:49 AM,11.65,8.38,,,,
679,03/02/19 03:05:49 AM,11.64,8.38,,,,
680,03/02/19 03:15:49 AM,11.64,8.38,,,,
681,03/02/19 03:25:49 AM,11.64,8.38,,,,
682,03/02/19 03:35:49 AM,11.64,8.38,,,,
683,03/02/19 03:45:49 AM,11.64,8.38,,,,
684,03/02/19 03:55:49 AM,11.64,8.38,,,,
685,03/02/19 04:05:49 AM,11.63,8.38,,,,
686,03/02/19 04:15:49 AM,11.63,8.38,,,,
687,03/02/19 04:25:49 AM,11.62,8.38,,,,
688,03/02/19 04:35:49 AM,11.62,8.38,,,,
689,03/02/19 04:45:49 AM,11.63,8.40,,,,
690,03/02/19 04:55:49 AM,11.62,8.42,,,,
691,03/02/19 05:05:49 AM,11.60,8.44,,,,
692,03/02/19 05:15:49 AM,11.60,8.46,,,,
693,03/02/19 05:25:49 AM,11.60,8.48,,,,
694,03/02/19 05:35:49 AM,11.59,8.50,,,,
695,03/02/19 05:45:49 AM,11.59,8.52,,,,
696,03/02/19 05:55:49 AM,11.58,8.52,,,,
697,03/02/19 06:05:49 AM,11.58,8.54,,,,
698,03/02/19 06:15:49 AM,11.56,8.56,,,,
699,03/02/19 06:25:49 AM,11.57,8.56,,,,
700,03/02/19 06:35:49 AM,11.59,8.54,,,,
701,03/02/19 06:45:49 AM,11.60,8.52,,,,
702,03/02/19 06:55:49 AM,11.60,8.50,,,,
703,03/02/19 07:05:49 AM,11.61,8.50,,,,
704,03/02/19 07:15:49 AM,11.61,8.48,,,,
705,03/02/19 07:25:49 AM,11.61,8.48,,,,
706,03/02/19 07:35:49 AM,11.62,8.46,,,,
707,03/02/19 07:45:49 AM,11.63,8.44,,,,
708,03/02/19 07:55:49 AM,11.63,8.42,,,,
709,03/02/19 08:05:49 AM,11.64,8.40,,,,
710,03/02/19 08:15:49 AM,11.65,8.38,,,,
711,03/02/19 08:25:49 AM,11.66,8.38,,,,
712,03/02/19 08:35:49 AM,11.66,8.36,,,,
713,03/02/19 08:45:49 AM,11.67,8.36,,,,
714,03/02/19 08:55:49 AM,11.67,8.34,,,,
715,03/02/19 09:05:49 AM,11.68,8.34,,,,
716,03/02/19 09:15:49 AM,11.70,8.34,,,,
717,03/02/19 09:25:49 AM,11.70,8.34,,,,
718,03/02/19 09:35:49 AM,11.70,8.34,,,,
719,03/02/19 09:45:49 AM,11.70,8.34,,,,
720,03/02/19 09:55:49 AM,11.71,8.36,,,,
721,03/02/19 10:05:49 AM,11.71,8.36,,,,
722,03/02/19 10:15:49 AM,11.68,8.38,,,,
723,03/02/19 10:25:49 AM,11.70,8.38,,,,
724,03/02/19 10:35:49 AM,11.68,8.40,,,,
725,03/02/19 10:45:49 AM,11.68,8.42,,,,
726,03/02/19 10:55:49 AM,11.67,8.42,,,,
727,03/02/19 11:05:49 AM,11.67,8.44,,,,
728,03/02/19 11:15:49 AM,11.67,8.46,,,,
729,03/02/19 11:25:49 AM,11.67,8.46,,,,
730,03/02/19 11:35:49 AM,11.66,8.46,,,,
731,03/02/19 11:45:49 AM,11.67,8.46,,,,
732,03/02/19 11:55:49 AM,11.66,8.48,,,,
733,03/02/19 12:05:49 PM,11.67,8.48,,,,
734,03/02/19 12:15:49 PM,11.67,8.48,,,,
735,03/02/19 12:25:49 PM,11.66,8.48,,,,
736,03/02/19 12:35:49 PM,11.66,8.48,,,,
737,03/02/19 12:45:49 PM,11.67,8.48,,,,
738,03/02/19 12:55:49 PM,11.67,8.48,,,,
739,03/02/19 01:05:49 PM,11.66,8.48,,,,
740,03/02/19 01:15:49 PM,11.66,8.50,,,,
741,03/02/19 01:25:49 PM,11.66,8.50,,,,
742,03/02/19 01:35:49 PM,11.66,8.50,,,,
743,03/02/19 01:45:49 PM,11.67,8.50,,,,
744,03/02/19 01:55:49 PM,11.66,8.50,,,,
745,03/02/19 02:05:49 PM,11.66,8.50,,,,
746,03/02/19 02:15:49 PM,11.65,8.50,,,,
747,03/02/19 02:25:49 PM,11.66,8.52,,,,
748,03/02/19 02:35:49 PM,11.65,8.52,,,,
749,03/02/19 02:45:49 PM,11.66,8.52,,,,
750,03/02/19 02:55:49 PM,11.65,8.52,,,,
751,03/02/19 03:05:49 PM,11.65,8.52,,,,
752,03/02/19 03:15:49 PM,11.65,8.52,,,,
753,03/02/19 03:25:49 PM,11.65,8.50,,,,
754,03/02/19 03:35:49 PM,11.65,8.50,,,,
755,03/02/19 03:45:49 PM,11.66,8.50,,,,
756,03/02/19 03:55:49 PM,11.65,8.48,,,,
757,03/02/19 04:05:49 PM,11.66,8.48,,,,
758,03/02/19 04:15:49 PM,11.65,8.48,,,,
759,03/02/19 04:25:49 PM,11.65,8.48,,,,
760,03/02/19 04:35:49 PM,11.66,8.50,,,,
761,03/02/19 04:45:49 PM,11.65,8.50,,,,
762,03/02/19 04:55:49 PM,11.66,8.48,,,,
763,03/02/19 05:05:49 PM,11.65,8.50,,,,
764,03/02/19 05:15:49 PM,11.65,8.50,,,,
765,03/02/19 05:25:49 PM,11.65,8.48,,,,
766,03/02/19 05:35:49 PM,11.66,8.48,,,,
767,03/02/19 05:45:49 PM,11.66,8.48,,,,
768,03/02/19 05:55:49 PM,11.66,8.48,,,,
769,03/02/19 06:05:49 PM,11.66,8.48,,,,
770,03/02/19 06:15:49 PM,11.66,8.48,,,,
771,03/02/19 06:25:49 PM,11.66,8.48,,,,
772,03/02/19 06:35:49 PM,11.66,8.48,,,,
773,03/02/19 06:45:49 PM,11.66,8.48,,,,
774,03/02/19 06:55:49 PM,11.65,8.46,,,,
775,03/02/19 07:05:49 PM,11.66,8.46,,,,
776,03/02/19 07:15:49 PM,11.65,8.46,,,,
777,03/02/19 07:25:49 PM,11.66,8.46,,,,
778,03/02/19 07:35:49 PM,11.66,8.44,,,,
779,03/02/19 07:45:49 PM,11.66,8.44,,,,
780,03/02/19 07:55:49 PM,11.66,8.42,,,,
781,03/02/19 08:05:49 PM,11.67,8.42,,,,
782,03/02/19 08:15:49 PM,11.67,8.42,,,,
783,03/02/19 08:25:49 PM,11.66,8.40,,,,
784,03/02/19 08:35:49 PM,11.67,8.42,,,,
785,03/02/19 08:45:49 PM,11.67,8.42,,,,
786,03/02/19 08:55:49 PM,11.67,8.44,,,,
787,03/02/19 09:05:49 PM,11.67,8.44,,,,
788,03/02/19 09:15:49 PM,11.65,8.46,,,,
789,03/02/19 09:25:49 PM,11.66,8.46,,,,
790,03/02/19 09:35:49 PM,11.66,8.48,,,,
791,03/02/19 09:45:49 PM,11.65,8.48,,,,
792,03/02/19 09:55:49 PM,11.64,8.50,,,,
793,03/02/19 10:05:49 PM,11.64,8.50,,,,
794,03/02/19 10:15:49 PM,11.64,8.52,,,,
795,03/02/19 10:25:49 PM,11.65,8.52,,,,
796,03/02/19 10:35:49 PM,11.65,8.52,,,,
797,03/02/19 10:45:49 PM,11.64,8.52,,,,
798,03/02/19 10:55:49 PM,11.64,8.52,,,,
799,03/02/19 11:05:49 PM,11.64,8.52,,,,
800,03/02/19 11:15:49 PM,11.65,8.52,,,,
801,03/02/19 11:25:49 PM,11.64,8.52,,,,
802,03/02/19 11:35:49 PM,11.65,8.50,,,,
803,03/02/19 11:45:49 PM,11.65,8.50,,,,
804,03/02/19 11:55:49 PM,11.65,8.50,,,,
805,03/03/19 12:05:49 AM,11.66,8.48,,,,
806,03/03/19 12:15:49 AM,11.66,8.48,,,,
807,03/03/19 12:25:49 AM,11.66,8.46,,,,
808,03/03/19 12:35:49 AM,11.66,8.46,,,,
809,03/03/19 12:45:49 AM,11.67,8.46,,,,
810,03/03/19 12:55:49 AM,11.67,8.46,,,,
811,03/03/19 01:05:49 AM,11.67,8.44,,,,
812,03/03/19 01:15:49 AM,11.67,8.44,,,,
813,03/03/19 01:25:49 AM,11.68,8.42,,,,
814,03/03/19 01:35:49 AM,11.70,8.42,,,,
815,03/03/19 01:45:49 AM,11.68,8.42,,,,
816,03/03/19 01:55:49 AM,11.68,8.40,,,,
817,03/03/19 02:05:49 AM,11.68,8.40,,,,
818,03/03/19 02:15:49 AM,11.70,8.40,,,,
819,03/03/19 02:25:49 AM,11.70,8.40,,,,
820,03/03/19 02:35:49 AM,11.70,8.38,,,,
821,03/03/19 02:45:49 AM,11.71,8.38,,,,
822,03/03/19 02:55:49 AM,11.71,8.36,,,,
823,03/03/19 03:05:49 AM,11.72,8.36,,,,
824,03/03/19 03:15:49 AM,11.72,8.36,,,,
825,03/03/19 03:25:49 AM,11.72,8.34,,,,
826,03/03/19 03:35:49 AM,11.72,8.34,,,,
827,03/03/19 03:45:49 AM,11.73,8.32,,,,
828,03/03/19 03:55:49 AM,11.72,8.32,,,,
829,03/03/19 04:05:49 AM,11.72,8.32,,,,
830,03/03/19 04:15:49 AM,11.72,8.32,,,,
831,03/03/19 04:25:49 AM,11.72,8.32,,,,
832,03/03/19 04:35:49 AM,11.72,8.30,,,,
833,03/03/19 04:45:49 AM,11.73,8.30,,,,
834,03/03/19 04:55:49 AM,11.73,8.30,,,,
835,03/03/19 05:05:49 AM,11.73,8.30,,,,
836,03/03/19 05:15:49 AM,11.73,8.28,,,,
837,03/03/19 05:25:49 AM,11.73,8.28,,,,
838,03/03/19 05:35:49 AM,11.72,8.28,,,,
839,03/03/19 05:45:49 AM,11.73,8.28,,,,
840,03/03/19 05:55:49 AM,11.72,8.28,,,,
841,03/03/19 06:05:49 AM,11.72,8.26,,,,
842,03/03/19 06:15:49 AM,11.73,8.26,,,,
843,03/03/19 06:25:49 AM,11.73,8.26,,,,
844,03/03/19 06:35:49 AM,11.74,8.26,,,,
845,03/03/19 06:45:49 AM,11.73,8.26,,,,
846,03/03/19 06:55:49 AM,11.74,8.26,,,,
847,03/03/19 07:05:49 AM,11.73,8.28,,,,
848,03/03/19 07:15:49 AM,11.73,8.28,,,,
849,03/03/19 07:25:49 AM,11.73,8.28,,,,
850,03/03/19 07:35:49 AM,11.74,8.28,,,,
851,03/03/19 07:45:49 AM,11.74,8.26,,,,
852,03/03/19 07:55:49 AM,11.73,8.26,,,,
853,03/03/19 08:05:49 AM,11.74,8.26,,,,
854,03/03/19 08:15:49 AM,11.74,8.26,,,,
855,03/03/19 08:25:49 AM,11.74,8.26,,,,
856,03/03/19 08:35:49 AM,11.75,8.28,,,,
857,03/03/19 08:45:49 AM,11.74,8.28,,,,
858,03/03/19 08:55:49 AM,11.75,8.28,,,,
859,03/03/19 09:05:49 AM,11.74,8.30,,,,
860,03/03/19 09:15:49 AM,11.75,8.30,,,,
861,03/03/19 09:25:49 AM,11.75,8.32,,,,
862,03/03/19 09:35:49 AM,11.74,8.32,,,,
863,03/03/19 09:45:49 AM,11.75,8.34,,,,
864,03/03/19 09:55:49 AM,11.75,8.36,,,,
865,03/03/19 10:05:49 AM,11.74,8.36,,,,
866,03/03/19 10:15:49 AM,11.75,8.36,,,,
867,03/03/19 10:25:49 AM,11.74,8.36,,,,
868,03/03/19 10:35:49 AM,11.74,8.38,,,,
869,03/03/19 10:45:49 AM,11.74,8.38,,,,
870,03/03/19 10:55:49 AM,11.74,8.38,,,,
871,03/03/19 11:05:49 AM,11.74,8.38,,,,
872,03/03/19 11:15:49 AM,11.73,8.40,,,,
873,03/03/19 11:25:49 AM,11.74,8.42,,,,
874,03/03/19 11:35:49 AM,11.73,8.42,,,,
875,03/03/19 11:45:49 AM,11.73,8.44,,,,
876,03/03/19 11:55:49 AM,11.72,8.44,,,,
877,03/03/19 12:05:49 PM,11.73,8.46,,,,
878,03/03/19 12:15:49 PM,11.72,8.48,,,,
879,03/03/19 12:25:49 PM,11.72,8.48,,,,
880,03/03/19 12:35:49 PM,11.73,8.50,,,,
881,03/03/19 12:45:49 PM,11.72,8.50,,,,
882,03/03/19 12:55:49 PM,11.72,8.52,,,,
883,03/03/19 01:05:49 PM,11.71,8.54,,,,
884,03/03/19 01:15:49 PM,11.71,8.54,,,,
885,03/03/19 01:25:49 PM,11.71,8.54,,,,
886,03/03/19 01:35:49 PM,11.71,8.56,,,,
887,03/03/19 01:45:49 PM,11.71,8.56,,,,
888,03/03/19 01:55:49 PM,11.70,8.56,,,,
889,03/03/19 02:05:49 PM,11.71,8.56,,,,
890,03/03/19 02:15:49 PM,11.70,8.56,,,,
891,03/03/19 02:25:49 PM,11.70,8.56,,,,
892,03/03/19 02:35:49 PM,11.70,8.56,,,,
893,03/03/19 02:45:49 PM,11.70,8.56,,,,
894,03/03/19 02:55:49 PM,11.68,8.56,,,,
895,03/03/19 03:05:49 PM,11.70,8.56,,,,
896,03/03/19 03:15:49 PM,11.70,8.56,,,,
897,03/03/19 03:25:49 PM,11.68,8.56,,,,
898,03/03/19 03:35:49 PM,11.67,8.56,,,,
899,03/03/19 03:45:49 PM,11.67,8.56,,,,
900,03/03/19 03:55:49 PM,11.68,8.56,,,,
901,03/03/19 04:05:49 PM,11.68,8.56,,,,
902,03/03/19 04:15:49 PM,11.68,8.56,,,,
903,03/03/19 04:25:49 PM,11.67,8.56,,,,
904,03/03/19 04:35:49 PM,11.67,8.56,,,,
905,03/03/19 04:45:49 PM,11.66,8.56,,,,
906,03/03/19 04:55:49 PM,11.67,8.54,,,,
907,03/03/19 05:05:49 PM,11.67,8.54,,,,
908,03/03/19 05:15:49 PM,11.67,8.54,,,,
909,03/03/19 05:25:49 PM,11.67,8.52,,,,
910,03/03/19 05:35:49 PM,11.68,8.52,,,,
911,03/03/19 05:45:49 PM,11.68,8.52,,,,
912,03/03/19 05:55:49 PM,11.67,8.52,,,,
913,03/03/19 06:05:49 PM,11.68,8.50,,,,
914,03/03/19 06:15:49 PM,11.67,8.50,,,,
915,03/03/19 06:25:49 PM,11.67,8.48,,,,
916,03/03/19 06:35:49 PM,11.67,8.48,,,,
917,03/03/19 06:45:49 PM,11.68,8.48,,,,
918,03/03/19 06:55:49 PM,11.70,8.46,,,,
919,03/03/19 07:05:49 PM,11.68,8.46,,,,
920,03/03/19 07:15:49 PM,11.67,8.46,,,,
921,03/03/19 07:25:49 PM,11.68,8.44,,,,
922,03/03/19 07:35:49 PM,11.68,8.44,,,,
923,03/03/19 07:45:49 PM,11.68,8.44,,,,
924,03/03/19 07:55:49 PM,11.68,8.44,,,,
925,03/03/19 08:05:49 PM,11.68,8.42,,,,
926,03/03/19 08:15:49 PM,11.70,8.42,,,,
927,03/03/19 08:25:49 PM,11.68,8.42,,,,
928,03/03/19 08:35:49 PM,11.70,8.40,,,,
929,03/03/19 08:45:49 PM,11.70,8.40,,,,
930,03/03/19 08:55:49 PM,11.70,8.40,,,,
931,03/03/19 09:05:49 PM,11.71,8.38,,,,
932,03/03/19 09:15:49 PM,11.71,8.38,,,,
933,03/03/19 09:25:49 PM,11.71,8.36,,,,
934,03/03/19 09:35:49 PM,11.71,8.36,,,,
935,03/03/19 09:45:49 PM,11.72,8.36,,,,
936,03/03/19 09:55:49 PM,11.71,8.34,,,,
937,03/03/19 10:05:49 PM,11.72,8.34,,,,
938,03/03/19 10:15:49 PM,11.71,8.32,,,,
939,03/03/19 10:25:49 PM,11.71,8.32,,,,
940,03/03/19 10:35:49 PM,11.73,8.30,,,,
941,03/03/19 10:45:49 PM,11.73,8.30,,,,
942,03/03/19 10:55:49 PM,11.73,8.30,,,,
943,03/03/19 11:05:49 PM,11.74,8.28,,,,
944,03/03/19 11:15:49 PM,11.74,8.30,,,,
945,03/03/19 11:25:49 PM,11.75,8.32,,,,
